publication_year,topic,publication_count
2024,Heart Rate Variability and Autonomic Control,1
2024,Heart rate and cardiovascular health,1
2024,Heat Transfer Mechanisms,1
2024,Heat Transfer and Boiling Studies,1
2024,Heat shock proteins research,1
2024,Heavy Metals in Plants,1
2024,Hepatitis B Virus Studies,1
2024,Hepatitis C virus research,1
2024,Herbal Medicine Research Studies,1
2024,Hereditary Neurological Disorders,1
2024,Hibiscus Plant Research Studies,1
2024,Hidradenitis Suppurativa and Treatments,1
2024,Higher Education Governance and Development,1
2024,Higher Education Research Studies,1
2024,Higher Education and Employability,1
2024,Hip and Femur Fractures,1
2024,Hip disorders and treatments,1
2024,Historical Art and Culture Studies,1
2024,Historical Astronomy and Related Studies,1
2024,Historical Linguistics and Language Studies,1
2024,Historical Psychiatry and Medical Practices,1
2024,Historical Studies and Socio-cultural Analysis,1
2024,Historical and modern epidemiology studies,1
2024,"Historical, Religious, and Philosophical Studies",1
2024,History and advancements in chemistry,1
2024,Homelessness and Social Issues,1
2024,"Homicide, Infanticide, and Child Abuse",1
2024,Horticultural and Viticultural Research,1
2024,Hospitality and Tourism Education,1
2024,"Housing, Finance, and Neoliberalism",1
2024,Human Resource Development and Performance Evaluation,1
2024,Human Rights and Development,1
2024,Humor Studies and Applications,1
2024,Hydrogen's biological and therapeutic effects,1
2024,Hydrology and Sediment Transport Processes,1
2024,ICT in Developing Communities,1
2024,"IPv6, Mobility, Handover, Networks, Security",1
2024,Indian History and Philosophy,1
2024,Indian and Buddhist Studies,1
2024,"Indigenous Health, Education, and Rights",1
2024,Infant Health and Development,1
2024,Infections and bacterial resistance,1
2024,Inflammation biomarkers and pathways,1
2024,Inflammatory mediators and NSAID effects,1
2024,Information and Cyber Security,1
2024,Infrastructure Resilience and Vulnerability Analysis,1
2024,Injury Epidemiology and Prevention,1
2024,Innovative Human-Technology Interaction,1
2024,Inorganic Chemistry and Materials,1
2024,Inorganic Fluorides and Related Compounds,1
2024,Inorganic and Organometallic Chemistry,1
2024,Insect Pest Control Strategies,1
2024,Insect and Arachnid Ecology and Behavior,1
2024,Insect-Plant Interactions and Control,1
2024,Insurance and Financial Risk Management,1
2024,"Intelligence, Security, War Strategy",1
2024,Intergenerational Family Dynamics and Caregiving,1
2024,International Business and FDI,1
2024,International Development and Aid,1
2024,International Law and Aviation,1
2024,International Maritime Law Issues,1
2024,Interpreting and Communication in Healthcare,1
2024,Interprofessional Education and Collaboration,1
2024,Intracranial Aneurysms: Treatment and Complications,1
2024,Intramuscular injections and effects,1
2024,Intraoperative Neuromonitoring and Anesthetic Effects,1
2024,Intraperitoneal and Appendiceal Malignancies,1
2024,Intravenous Infusion Technology and Safety,1
2024,IoT and GPS-based Vehicle Safety Systems,1
2024,IoT-based Smart Home Systems,1
2024,Ion-surface interactions and analysis,1
2024,Iron and Steelmaking Processes,1
2024,Islamic Finance and Banking Studies,1
2024,Islamic Studies and History,1
2024,Islanding Detection in Power Systems,1
2024,Italian Fascism and Post-war Society,1
2024,Jungian Analytical Psychology,1
2024,Kidney Stones and Urolithiasis Treatments,1
2024,Knee injuries and reconstruction techniques,1
2024,Knowledge Management in Higher Education,1
2024,"LGBTQ Health, Identity, and Policy",1
2024,Labor Movements and Unions,1
2024,Language Development and Disorders,1
2024,Laser Design and Applications,1
2024,Laser-Plasma Interactions and Diagnostics,1
2024,Lattice Boltzmann Simulation Studies,1
2024,"Law, Economics, and Judicial Systems",1
2024,Learning Styles and Cognitive Differences,1
2024,Legal Education and Practice Innovations,1
2024,Legal Issues in South Africa,1
2024,Legal case studies and regulations,1
2024,Lichen and fungal ecology,1
2024,Light effects on plants,1
2024,Linguistic Variation and Morphology,1
2024,Linguistics and Education Research,1
2024,Liquid Crystal Research Advancements,1
2024,Literary Theory and Cultural Hermeneutics,1
2024,"Literature, Culture, and Criticism",1
2024,Livestock and Poultry Management,1
2024,Local Government Finance and Decentralization,1
2024,"Logic, Reasoning, and Knowledge",1
2024,"Logic, programming, and type systems",1
2024,Lubricants and Their Additives,1
2024,Lymphadenopathy Diagnosis and Analysis,1
2024,MRI in cancer diagnosis,1
2024,Machine Learning and Algorithms,1
2024,Macrophage Migration Inhibitory Factor,1
2024,Magnesium Oxide Properties and Applications,1
2024,Magnesium in Health and Disease,1
2024,Magnetic Properties of Alloys,1
2024,Magnetic confinement fusion research,1
2024,Magnetism in coordination complexes,1
2024,Management and Marketing Education,1
2024,Management of metastatic bone disease,1
2024,Marine Biology and Environmental Chemistry,1
2024,Marine Ecology and Invasive Species,1
2024,Marine and environmental studies,1
2024,Maritime Ports and Logistics,1
2024,Marketing and Advertising Strategies,1
2024,Masonry and Concrete Structural Analysis,1
2024,Mast cells and histamine,1
2024,Material Dynamics and Properties,1
2024,Material Science and Thermodynamics,1
2024,Maternal and fetal healthcare,1
2024,Mathematical Dynamics and Fractals,1
2024,Mathematics Education and Pedagogy,1
2024,Mathematics Education and Teaching Techniques,1
2024,Mathematics and Applications,1
2024,Mechanical Engineering and Vibrations Research,1
2024,Mechanical Failure Analysis and Simulation,1
2024,Mechanical stress and fatigue analysis,1
2024,Media Studies and Communication,1
2024,Medical History and Innovations,1
2024,Medical research and treatments,1
2024,"Medical, Sociocultural, and Biopolitical Studies",1
2024,Medication Adherence and Compliance,1
2024,Medicinal Plant Pharmacodynamics Research,1
2024,Medicinal Plants and Neuroprotection,1
2024,Mediterranean and Iberian flora and fauna,1
2024,Memory Processes and Influences,1
2024,Meningioma and schwannoma management,1
2024,Menopause: Health Impacts and Treatments,1
2024,Mental Health and Patient Involvement,1
2024,Metal Alloys Wear and Properties,1
2024,Metal Forming Simulation Techniques,1
2024,Metal-Catalyzed Oxygenation Mechanisms,1
2024,Metallurgical and Alloy Processes,1
2024,Metallurgy and Cultural Artifacts,1
2024,Metallurgy and Material Forming,1
2024,Metallurgy and Material Science,1
2024,Metastasis and carcinoma case studies,1
2024,Microbial Fuel Cells and Bioremediation,1
2024,Microbial Metabolism and Applications,1
2024,Microfluidic and Bio-sensing Technologies,1
2024,Microfluidic and Capillary Electrophoresis Applications,1
2024,Microstructure and Mechanical Properties of Steels,1
2024,Microtubule and mitosis dynamics,1
2024,"Migration, Aging, and Tourism Studies",1
2024,"Migration, Refugees, and Integration",1
2024,Mind wandering and attention,1
2024,Mine drainage and remediation techniques,1
2024,Mining Techniques and Economics,1
2024,Mining and Resource Management,1
2024,Mobile Crowdsensing and Crowdsourcing,1
2024,Modernist Literature and Criticism,1
2024,Molecular spectroscopy and chirality,1
2024,Monetary Policy and Economic Impact,1
2024,Morinda citrifolia extract uses,1
2024,Morphological variations and asymmetry,1
2024,Multicultural Socio-Legal Studies,1
2024,Multidisciplinary Research Papers Compilation,1
2024,Multidisciplinary Science and Engineering Research,1
2024,Multilingual Education and Policy,1
2024,Music History and Culture,1
2024,Nail Diseases and Treatments,1
2024,Nanopore and Nanochannel Transport Studies,1
2024,Nanotechnology research and applications,1
2024,Nasal Surgery and Airway Studies,1
2024,Natural Compound Pharmacology Studies,1
2024,Natural Compounds in Disease Treatment,1
2024,Neonatal Health and Biochemistry,1
2024,Nerve Injury and Rehabilitation,1
2024,Nerve injury and regeneration,1
2024,Network Packet Processing and Optimization,1
2024,Network Time Synchronization Technologies,1
2024,Neuroblastoma Research and Treatments,1
2024,Neuroendocrine regulation and behavior,1
2024,Neurofibromatosis and Schwannoma Cases,1
2024,Neuroscience of respiration and sleep,1
2024,"Neuroscience, Education and Cognitive Function",1
2024,Neutrino Physics Research,1
2024,Neutropenia and Cancer Infections,1
2024,Noncommutative and Quantum Gravity Theories,1
2024,Nonlinear Dynamics and Pattern Formation,1
2024,Nonlinear Optical Materials Studies,1
2024,Nonmelanoma Skin Cancer Studies,1
2024,Nuclear and radioactivity studies,1
2024,Nuclear materials and radiation effects,1
2024,Nuclear reactor physics and engineering,1
2024,Numerical methods for differential equations,1
2024,Numerical methods in engineering,1
2024,Numerical methods in inverse problems,1
2024,Nursing Diagnosis and Documentation,1
2024,Nursing Roles and Practices,1
2024,Nursing education and management,1
2024,"Nutrition, Health and Food Behavior",1
2024,Obesity and Health Practices,1
2024,Occupational Health and Burnout,1
2024,Occupational Health and Safety Management,1
2024,Occupational Therapy Practice and Research,1
2024,Ocular Diseases and Behçet’s Syndrome,1
2024,Ocular Infections and Treatments,1
2024,Oil Palm Production and Sustainability,1
2024,Oil Spill Detection and Mitigation,1
2024,Open Source Software Innovations,1
2024,Operations Management Techniques,1
2024,Opportunistic and Delay-Tolerant Networks,1
2024,Optical Systems and Laser Technology,1
2024,Optical properties and cooling technologies in crystalline materials,1
2024,Optimization and Mathematical Programming,1
2024,Optimization and Packing Problems,1
2024,Optimization and Search Problems,1
2024,Orbital Angular Momentum in Optics,1
2024,Organ Donation and Transplantation,1
2024,Organic and Molecular Conductors Research,1
2024,Organizational Strategy and Culture,1
2024,Oropharyngeal Anatomy and Pathologies,1
2024,Orthodontics and Dentofacial Orthopedics,1
2024,Orthopedic Infections and Treatments,1
2024,Otolaryngology and Infectious Diseases,1
2024,Ovarian function and disorders,1
2024,Pain Management and Placebo Effect,1
2024,Pancreatitis Pathology and Treatment,1
2024,Paranormal Experiences and Beliefs,1
2024,Parasites and Host Interactions,1
2024,Parasitic Diseases Research and Treatment,1
2024,Parkinson's Disease and Spinal Disorders,1
2024,Participatory Visual Research Methods,1
2024,Parvovirus B19 Infection Studies,1
2024,Patient-Provider Communication in Healthcare,1
2024,Pediatric Urology and Nephrology Studies,1
2024,Pelvic floor disorders treatments,1
2024,"Perfectionism, Procrastination, Anxiety Studies",1
2024,Periodontal Regeneration and Treatments,1
2024,Persona Design and Applications,1
2024,Personal Information Management and User Behavior,1
2024,Personality Disorders and Psychopathology,1
2024,Personality Traits and Psychology,1
2024,Pesticide Residue Analysis and Safety,1
2024,Pharmacological Effects of Medicinal Plants,1
2024,Pharmacy and Medical Practices,1
2024,Phase Equilibria and Thermodynamics,1
2024,Phase-change materials and chalcogenides,1
2024,Phenomenology and Existential Philosophy,1
2024,Philosophy and History of Science,1
2024,"Philosophy, Ethics, and Existentialism",1
2024,"Philosophy, Science, and History",1
2024,Phonocardiography and Auscultation Techniques,1
2024,Photorefractive and Nonlinear Optics,1
2024,Physics and Engineering Research Articles,1
2024,Phytochemicals and Medicinal Plants,1
2024,Phytochemistry and Biological Activities,1
2024,Piezoelectric Actuators and Control,1
2024,Place Attachment and Urban Studies,1
2024,Planarian Biology and Electrostimulation,1
2024,Plant Disease Resistance and Genetics,1
2024,Plant Diversity and Evolution,1
2024,Plant Gene Expression Analysis,1
2024,Plant Genetic and Mutation Studies,1
2024,Plant Micronutrient Interactions and Effects,1
2024,Plant Physiology and Cultivation Studies,1
2024,Plant Reproductive Biology,1
2024,Plant Toxicity and Pharmacological Properties,1
2024,Plant and Fungal Interactions Research,1
2024,Plant chemical constituents analysis,1
2024,Plant pathogens and resistance mechanisms,1
2024,Plant-based Medicinal Research,1
2024,Pleural and Pulmonary Diseases,1
2024,Political Theory and Influence,1
2024,Political and Social Dynamics in Chile and Latin America,1
2024,Political and Social Issues,1
2024,Politics and Society in Latin America,1
2024,Polymer-Based Agricultural Enhancements,1
2024,Potato Plant Research,1
2024,Powder Metallurgy Techniques and Materials,1
2024,Power System Optimization and Stability,1
2024,Power Systems Fault Detection,1
2024,Power Systems and Renewable Energy,1
2024,Power Transformer Diagnostics and Insulation,1
2024,Poxvirus research and outbreaks,1
2024,Pragmatism in Philosophy and Education,1
2024,Prenatal Substance Exposure Effects,1
2024,Private Equity and Venture Capital,1
2024,Probabilistic and Robust Engineering Design,1
2024,Probability and Statistical Research,1
2024,Problem and Project Based Learning,1
2024,Process Optimization and Integration,1
2024,Protein Tyrosine Phosphatases,1
2024,Proteins in Food Systems,1
2024,Proteoglycans and glycosaminoglycans research,1
2024,Psidium guajava Extracts and Applications,1
2024,Psychedelics and Drug Studies,1
2024,Psychiatric care and mental health services,1
2024,Psychoanalysis and Psychopathology Research,1
2024,Psychoanalysis and Social Critique,1
2024,"Psychoanalysis, Philosophy, and Politics",1
2024,Psychological Testing and Assessment,1
2024,Psychometric Methodologies and Testing,1
2024,"Psychopathy, Forensic Psychiatry, Sexual Offending",1
